,heading,text
667,"Analysis: Trump and Sanders Dominate, Rubio Crumbles, in New Hampshire","This time, the polls were right. Donald Trump and Bernie Sanders won overwhelming victories here in New Hampshire, beating out their closest rivals by double-digit margins. Here are five takeaways from last night's First in the Nation primary."
668,"How To Host A Congressional Hearing That Actually, Like, Does Something","There are certain moments in congressional history that have lived on even longer than the octogenarians who stalk the halls of Capitol Hill. They are the scenes that feel torn from the pages of a political drama: Sen. Howard Baker Jr. repeatedly asking during the Watergate hearings, “What did the president know, and when did he know it?” Army lawyer Joseph Welch excoriating Sen. Joseph McCarthy with a rhetorical question during the Army-McCarthy hearings: “Have you no sense of decency?” A panel of tobacco executives testifying one by one before Congress, incredulously, that nicotine..."
669,The January 6 committee’s biggest task is getting people to care,"In his new book The Right, conservative journalist Matthew Continetti describes the January 6, 2021, Capitol riot as the decisive event in Donald Trump’s presidency: one that transformed it from what he sees as a largely successful enterprise into a disastrous one.
“If Trump had followed the example of his predecessors and conceded power graciously, he would have been remembered as a disruptive but consequential populist leader,” Continetti writes. “Instead, when historians write about the Trump era, they will do so through the lens of January 6.”
If polling data is anything to..."
670,Jan. 6 hearings? Americans have much more serious concerns,"If the Jan. 6 House select committee’s infamous track record is any indication, it would have already leaked new smoking-gun evidence in their possession heading into Thursday’s prime time hearings. But there was no leak because there is no smoking gun.
Instead, last Friday, the illegitimate Jan. 6 committee — choking from a lack of relevancy — was handed a lifeline as the politicized Biden Justice Department indicted former Trump adviser Peter Navarro for allegedly being in contempt of Congress. It was unbelievably fortunate and coincidental timing for a committee desperate to..."
671,"Brett Kavanaugh confirmation hearings launch amid partisan fireworks, high stakes for Supreme Court","The Senate Judiciary Committee launches confirmation hearings for Supreme Court nominee Brett Kavanaugh on Tuesday, kicking off what is expected to be a bitterly partisan gauntlet as Democrats vow to scrutinize his lengthy record as an appellate judge and lawyer in the Bush administration."
672,Senate Hearings Set To Begin For The ‘Forrest Gump Of Republican Politics’,"When Brett Kavanaugh goes before the Senate Judiciary Committee, he will do so as one of the most political Supreme Court nominees in modern history."
673,Kavanaugh Supreme Court Confirmation Hearings Begin,"The Senate Judiciary Committee begins confirmation hearings Tuesday on the Supreme Court nomination of Judge Brett Kavanaugh. Republicans, who control the Senate, hope to confirm Kavanaugh and cement a 5-4 conservative majority on the high court before its new term begins next month."
674,Kellyanne Joins Trump Team,"According to the campaign, Conway will continue serving Trump as a close adviser working with senior leadership to effectively message and execute the administration’s legislative priorities and actions."
675,Donald Trump Adviser Kellyanne Conway Joining White House Team,"Donald Trump has named Kellyanne Conway counselor to the president, adding a senior transition team member and his third campaign manager to the incoming West Wing staff."
676,Trump picks Kellyanne Conway to serve as counselor to the president,"Kellyanne Conway, who served as President-elect Donald Trump’s campaign manager and has been a senior adviser to his transition team, will serve as counselor to the president in the incoming administration."
677,Ann Romney's RNC task: Humanize Mitt,Ann Romney will take to the podium here Tuesday night and try to accomplish what the sharpest minds in Republican politics have failed to do: present her stiff and awkward husband as a likable guy.
678,Ã¢â‚¬ËœMittigatorÃ¢â‚¬â„¢ to make case for Romney,"She is a gracious warrior with a kind face, a polished demeanor and the inner mettle of a survivor. Ann Romney has been called the secret weapon of her husbands campaign, and he adores her: When Mitt Romney strides to the podium to introduce his wife of 43 years, he calls her “sweetheart."
679,"Ann Romney, Gov. Christie & The Roll Call: Today's Convention Highlights",Good morning from Tampa where the Isaac-delayed Republican National Convention is set to get going for real this afternoon.
680,Kerry’s Blunt Words for Israel Denounced by Lawmakers in Both Parties,"Secretary of State John Kerry’s rebuke of the Israeli government on Wednesday set off a wave of criticism from lawmakers in both parties. Republicans denounced what they said was the Obama administration’s harsh treatment of a steadfast ally and Democrats signaled that they were uneasy with Mr. Kerry’s pressure on Israel, even as they praised the effort to promote Middle East peace.
In Europe, however, Mr. Kerry’s speech was greeted warmly, with officials calling it a courageous and thoughtful effort to salvage the idea of a two-state solution for the..."
681,Netanyahu: John Kerry blamed Israel for lack of peace,"Israeli Prime Minister Benjamin Netanyahu has said he is disappointed with a speech by US Secretary of State John Kerry, in which he said the prospect of an Israeli-Palestinian peace deal based on a two-state solution was in grave jeopardy.
Mr Kerry, he said, ""paid lip service to the unremitting Palestinian campaign of terrorism"" against Israel."
682,A Stupid Anti-Israel Policy,And an awful speech by John Kerry. Secretary of State John Kerry used the word “conscience” over and over again as he attempted to explain and justify the Obama administration’s decision not to veto a one-sided U.N. Security Council resolution condemning Israel. He added that the U.S. could not “stand idly by” while Israel torpedoed any hope for a two-state solution. The Obama administration knows all about standing “idly by” – that was its all-but-explicit policy toward other troubles in the Middle East. Obama came into office with one foreign-policy...
683,Trump Denies Changing His Position on Border Wall,President Trump directly contradicted his own chief of staff on Thursday and said his position on building a wall between the United States and Mexico had not “evolved.”
684,Trump: Vision of border wall 'has never changed or evolved’,"President Trump said on Thursday that his vision of a border wall with Mexico has “never changed or evolved,” pushing back on his own chief of staff’s comments during a closed-door meeting with lawmakers."
685,"Donald Trump Corrects John Kelly: ‘The Wall Is the Wall, It Has Never Changed or Evolved’",President Donald Trump corrected his Chief of Staff John Kelly after he said that the president had “evolved” on the wall.
686,Egyptian Forces Storm Pro-Morsi Sit-Ins,The Egyptian authorities on Wednesday used armored vehicles and fired tear gas to clear two camps in Cairo occupied by supporters of the ousted president Mohamed Morsi.
687,Violent breakup of pro-Morsi protest camp ends Cairo's tense calm,"After days of warning, Egypt's interim government finally moved to clear protest camps filled with supporters of the deposed president."
688,"56 dead, more than 600 hurt as Egyptian forces clear pro-Morsi camps","Egyptian security forces used armored cars, bulldozers, tear gas and automatic weapons Wednesday to clear two protest camps in Cairo."
689,Senators unveil bipartisan legislation to reform counting of electors,"A bipartisan group of 16 senators introduced legislation on Wednesday to reform and modernize the Electoral Count Act of 1887, including by clarifying the role of the vice president in certifying presidential elections.
Why it matters: The bill, if passed by the House and Senate, would mark the first major legislative response to the Jan. 6 Capitol attack and the events that it preceded it.
It's the culmination of months of negotiations by senators — led by Sens. Susan Collins (R-Maine) and Joe Manchin (D-W.Va.) — who set out find common
..."
690,Senators unveil bipartisan legislation to reform Electoral Count Act,"A bipartisan group of senators introduced legislation designed to prevent a repeat of efforts by former President Donald Trump and his allies to overturn the 2020 election.
One of the two bills proposed on Wednesday would update the Electoral Count Act of 1887 to “ensure that electoral votes tallied by Congress accurately reflect each state’s vote” and to replace unclear language clarifying the roles of federal and state officials in certifying presidential elections. The Electoral Count Reform and Presidential Transition Improvement Act would also establish guidelines for a peaceful transfer of power by providing federal resources..."
691,Senators reveal bipartisan legislation to prevent the next Jan 6,"Following Donald Trump’s assault on US elections and attempts to subvert the peaceful transfer of power in the chaotic aftermath of his 2020 loss, a bipartisan group of senators has unveiled plans for legislation to block future candidates from trying to steal a presidential election.
The proposals from Republican Senator Susan Collins and Democratic Senator Joe Manchin – joined by more than a dozen other senators from both parties, after months of planning – would update an archaic 19th century law that Mr Trump and his allies sought to exploit..."
692,Police flagged Highland Park shooter ‘clear and present danger’ in 2019; he later cleared 4 background checks,"The suspect in the Highland Park, Illinois, Fourth of July mass shooting was flagged by police as a ""clear and present danger"" in 2019, authorities said Tuesday.
Robert ""Bobby"" E. Crimo III, 21, the suspect in the mass shooting that killed seven people and wounded dozens of others at a Fourth of July parade, was still able to clear state-required background checks to purchase firearms on at least four separate occasions between 2020 and 2021, the Illinois State Police said.
""In September 2019, ISP received a Clear and Present Danger report on..."
693,Highland Park shooting suspect's past littered with 'red flags',"A portrait of Robert “Bobby” E. Crimo III as a mysterious and music-obsessed loner began emerging Tuesday, a day after he was arrested in the wake of a mass shooting at a July Fourth parade that left seven dead and traumatized an affluent Chicago suburb.
Crimo, 21, who attempted to disguise himself by wearing women's clothing during the deadly rampage, aspired to be a rapper and his music got darker and more delusional as he got older and relationships with his parents and a girlfriend frayed, former friends said.
“He..."
694,"July 4 parade shooting suspect slipped past Illinois ""red flag"" safeguards","The man charged with killing seven people at a Chicago-area July Fourth parade slipped past the safeguards of an Illinois ""red flag"" law designed to prevent people deemed to have violent tendencies from getting guns, officials revealed on Tuesday.
The disclosures raised questions about the adequacy of the state's ""red flag"" laws even as a prosecutor lauded the system as ""strong"" during a news conference announcing seven first-degree murder charges against the 21-year-old suspect, Robert, E. Crimo III.
Sergeant Chris Covelli of the Lake County Sheriff's Office said earlier in..."
695,Congress again races to avoid shutdown as key vote at risk of failing,"The Senate is slated to take a key vote Tuesday to take up government funding that is at risk of failing over a deal cut by West Virginia Sen. Joe Manchin that has come under sharp criticism from Republicans and liberals – pushback that could be enough to sink the vote and push Congress to the brink of a shutdown.
Lawmakers are still expected to pass a short-term funding extension by week’s end, but they will likely run right up against the deadline of Friday at midnight when funding expires.
The Senate is..."
696,Congress flirts with government shutdown as Manchin permitting bill may drag down funding package,"The government is days away from shutting down, and the Senate may not have the votes to pass the initial version of its funding bill as top Democrats press ahead on a deal with Sen. Joe Manchin that may fail Tuesday.
Manchin, D-W.Va., agreed to help Senate Majority Leader Chuck Schumer, D-N.Y., pass Democrats' social tax and spending bill last month. In exchange, Schumer promised Manchin a vote on an energy permitting reform to speed new projects. They are combining that with a government funding bill that must pass by Friday night or else..."
697,Manchin faces make-or-break vote on permitting reform,"West Virginia Sen. Joe Manchin (D) faces a make-or-break moment for his top policy priority when the Senate holds a key procedural vote Tuesday on his permitting reform bill, which Republican leaders are working hard to defeat.    
The Senate will vote at 5:30 p.m. on a motion to proceed to a House-passed “shell” bill that Senate Majority Leader Charles Schumer (D-N.Y.) hopes to use as a legislative vehicle to pass a government funding bill with Manchin’s permitting reform legislation attached.   
Schumer promised to attach Manchin’s permitting reform measure to must-pass legislation before the..."
698,Republican Jake Ellzey Beats Trump-Backed Candidate in Texas House Runoff,"Texas state representative Jake Ellzey defeated fellow Republican Susan Wright in a runoff election for the state’s sixth congressional district, after former President Trump endorsed Wright.
Ellzey won with just over 53 percent of the vote on Tuesday, with Wright taking 46.7 percent. Just 39,000 voters cast their ballots, or fewer than 8 percent of registered voters in the sixth district.
Wright, a GOP activist, was running to fill the seat of her late husband Ron Wright, who died of COVID-19 earlier this year. In addition to Trump, Wright was endorsed by the Club..."
699,"Jake Ellzey Wins Texas Special Election, Upsetting Trump-Endorsed Candidate","GOP state Rep. Jake Ellzey won a special election runoff in Texas on Tuesday, unexpectedly defeating the widow of the GOP lawmaker he will replace in the U.S. House, according to the Associated Press.
Republican Susan Wright had been favored to win the runoff after being endorsed by former President Donald Trump to represent the district south of Dallas. Her late husband, Ron Wright, died in February at the start of his second House term after battling Covid-19 and cancer.
Mr. Ellzey’s victory was seen as a repudiation of the power of Mr. Trump’s..."
700,Trump-backed candidate loses in Texas special election,"Voters in North Texas delivered an upset Tuesday, picking GOP state Rep. Jake Ellzey to fill a vacant House seat over a candidate endorsed by former President Donald Trump.
Ellzey beat fellow Republican Susan Wright, the widow of former Rep. Ron Wright, 53 percent to 47 percent, when the Associated Press called the low-turnout, Republican-vs.-Republican runoff. Though Ellzey was better funded, Wright leaned heavily on her backing from the former president, who often plays kingmaker in Republican primaries.
Trump crashed into the race during the first round of voting in May,..."
701,Which U.S. communities sent money to support the Canadian trucker protests?,"Residents in wealthy enclaves across the United States — from Beverly Hills, Calif., to suburbs of Austin, to Florida beach communities — sent millions of dollars to support trucker convoys that occupied the Canadian capital and shut down commerce at key border crossings between the two nations, according to a Washington Post analysis of leaked fundraising data posted online over the past 48 hours."
702,Threats force Ottawa cafe owner to close business after name appears in hacked list of Freedom Convoy donors,"Tammy Giuliani, owner of Stella Luna Gelato Café in Ottawa, Canada, was forced to shut down her business after an onslaught of threats was made because of her donation to the Ottawa trucker convoy protesting against coronavirus restrictions.
Giuliani donated $250 to the Freedom Convoy via fundraising platform GiveSendGo. After the site suffered a data breach, Giuliani's contribution was made public, and her restaurant began to receive phone calls threatening vandalism and violence.
""We got a call from the team saying, ‘We’re getting phone calls here,'"" Giuliani told the Ottawa Citizen. ""I said, ‘What’s..."
703,Canada Sanctions 34 Crypto Wallets Tied to Trucker 'Freedom Convoy',"The Ontario Provincial Police and Royal Canadian Mounted Police ordered all regulated financial firms to cease facilitating any transactions from 34 crypto wallets tied to funding trucker-led protests in the country.
The federal police agencies, working with the Financial Transactions and Reports Analysis Centre of Canada (FINTRAC), are investigating cryptocurrency donations supporting the weeks-long protest against Canada’s vaccine mandate. The protests are now deemed illegal under the Emergencies Act invoked by Canadian Prime Minister Justin Trudeau for the first time since the law was passed in 1988."
704,Trump administration declassifies unconfirmed intel on Chinese bounties,"The Trump administration is declassifying as-yet uncorroborated intelligence, recently briefed to President Trump, that indicates China offered to pay non-state actors in Afghanistan to attack American soldiers, two senior administration officials tell Axios.
The big picture: The disclosure of this unconfirmed intelligence comes 21 days before the end of Trump's presidency, after he has vowed to ratchet up pressure on China, and months after news reports indicated that the Russians had secretly offered bounties for Taliban militants to kill U.S. troops in Afghanistan."
705,Trump to Declassify Intel China Paid for Attacks on US Soldiers,"President Donald Trump will be declassifying U.S. intelligence findings that China paid non-state actors in Afghanistan to attack American soldiers, Axios reported.
The findings were briefed to Trump on Dec. 17, two senior administration officials told Axios.
Trump has sought to withdraw troops from Afghanistan and increase maximum pressure campaigns on China before he would leave office next month.
While China has maintained a mostly quiet diplomatic role in Afghanistan affairs, Axios has reported China has invited Taliban officials to Beijing for peace talks, but ""Chinese-made weapons and financing have..."
706,Trump was briefed that China sought to pay non-state actors to attack US forces in Afghanistan,"President Donald Trump received information earlier this month that China sought to pay non-state actors to attack American forces in Afghanistan, a senior administration official said.
The intelligence, which will be declassified by the Trump administration, was provided to the President in his daily brief on December 17, the official said. His national security adviser Robert O'Brien discussed the information with the President that same day, the official said.
News of the briefing and the administration's intention to declassify the information was first reported on Wednesday by Axios. Information..."
707,McConnell rails against Mueller report politics in blistering floor speech: ‘Case closed’,"Senate Majority Leader Mitch McConnell, in a scorching floor speech on Tuesday, accused Democrats of rooting for a ""national crisis"" for political gain as he appealed to lawmakers to move on from the Russia controversy now that Special Counsel Robert Mueller's report is complete.
""Case closed,"" McConnell, R-Ky., declared. ""Case closed.""
Coming as Democrats clash with Attorney General Bill Barr over his handling of the report while using the findings to fuel their own investigations, McConnell suggested the political debate has shifted from the real problem of Russian interference in..."
708,McConnell on Mueller report: 'Case closed',"Mitch McConnell pointedly declared “case closed” on special counsel Robert Mueller’s investigation on Tuesday, in an extended partisan riff mocking Democrats for being fixated on bringing down President Donald Trump and being slow to respond to Russian election threats.
The GOP leader offered little defense of the Mueller report’s depiction of Trump repeatedly trying to derail the investigation, instead saying that it was time to move on to other issues and that Democrats were “angry that our legal system will not magically undo the 2016 election.”"
709,GOP leader McConnell to say ‘case closed’ on Mueller probe,"WASHINGTON (AP) — Senate Majority Leader Mitch McConnell is declaring “case closed” on the Russia probe and potential obstruction by President Donald Trump.
The Republican leader, in his most significant public comments yet on the investigation, is expected to outline in a Tuesday speech how special counsel Robert Mueller’s “exhaustive” probe went on for two years and is now complete. The remarks are being billed as his final thoughts on the topic.
“It’s finally over,” McConnell is expected to say."
710,Biden’s Big Elections Lie,"These were little more than the mendacious ravings of a demagogue. President Joe Biden delivered his “voting rights” speech in Atlanta today, telling a crowd:
The next few days, when these bills come to a vote, will mark a turning point in this nation. Will we choose democracy over autocracy, light over shadow, justice over injustice? I know where I stand. I will not yield. I will not flinch. I will defend your right to vote and our democracy against all enemies foreign and domestic. And so the question is where will the..."
711,Pro-Trump Republicans try to rewrite state election laws as a voting rights showdown looms in Congress,"In Michigan, a group of Donald Trump's supporters is working on a petition to mandate an outside audit of the 2020 election and establish a grand jury with the power to arrest election officials who refuse to cooperate.
In Wisconsin, some GOP lawmakers are trying to sideline a bipartisan commission that oversees elections in the state.
And Republican legislators from Arizona to Florida are planning to take up new voting restrictions in upcoming legislative sessions.
As a likely showdown looms in Congress this week over federal voting legislation, Republicans aligned..."
712,Read Everything Joe Biden Said in His Speech About Voting Rights in Georgia,"President Joe Biden gave a speech in Georgia on Tuesday urging Congress to pass the Freedom to Vote Act, stating that he was ""tired of being quiet"" when it comes to voter legislation.
The president, along with Vice President Kamala Harris, spoke on the grounds of Morehouse College, a historically African-American university, and emphasized the importance of getting the bill passed.
Despite some pushback from Democratic lawmakers who feared the speech would be merely a sleight of talking points, Biden went forward and urged the Senate to pass a bill that he said would help ""protect our..."
713,Former Cuomo aide accuses governor of kissing her without permission,"A former aide to New York Gov. Andrew Cuomo on Wednesday accused the governor of kissing her without her consent while she served as deputy secretary for economic development in 2018.
Lindsey Boylan, now a candidate for Manhattan borough president, released a detailed account of her allegations against her former boss in a blog post. Boylan made public her harassment accusations against the governor in December, though she did not go into specifics at the time."
714,Former Aide to Cuomo Details Sexual Harassment Accusations,"A former aide to New York Gov. Andrew Cuomo has accused the 63-year-old Democrat of several years of sexual harassment, detailing allegations she first made in December in an essay posted to an online publishing website.
Lindsey Boylan, who worked for New York state’s economic development agency and is now running for New York City’s Manhattan borough president, described on Medium.com incidents of an unsolicited kiss, an invitation to play “strip poker,” and “going out of his way to touch me on my lower back, arms, and legs.”
“Governor Andrew..."
715,Ex-Aide Details Sexual Harassment Claims Against Gov. Cuomo,"A former aide to Gov. Andrew M. Cuomo published a lengthy essay on Wednesday morning accusing the governor of sexual harassment and outlining several unsettling episodes, including an unsolicited kiss in his Manhattan office.
The aide, Lindsey Boylan, described several years of uncomfortable interactions with Mr. Cuomo, a third-term Democrat, including an invitation to play strip poker on a government airplane and an email from another top aide suggesting that the governor thought she was a “better looking sister” of another woman.
Ms. Boylan, who worked for the state's economic..."
716,St. Louis protesters break windows at home of city's mayor after cop's acquittal,Protests in St. Louis over the acquittal of a white police officer in the shooting death of a black man turned violent late Friday as demonstrators clashed with riot-gear-clad cops and surrounded the home of the city’s mayor.
717,"Police, protesters clash in St. Louis after ex-cop acquitted of murdering black man",Police fired tear gas and rubber bullets during clashes with protesters in St Louis early on Saturday after a white former policeman was acquitted of murdering a black suspect.
718,Police and protesters clash in St. Louis after former officer who shot black driver acquitted on murder charges,Demonstrators clashed with police officers Friday night in St. Louis after the acquittal of a white former police officer who was charged with murder last year for fatally shooting a black driver after a car chase.
719,Trump to cops: 'Don't be too nice',"President Trump on Friday encouraged police officers to treat suspects violently during a speech on curbing gang activity on Long Island, N.Y."
720,"Media sympathizes with MS-13, lambasts Trump","President Trump gave an impassioned speech on Friday, vowing to ""destroy the vile criminal cartel"" MS-13 -- but some in the media lambasted him for talking tough about the brutal gang, and instead presented sympathetic coverage of the group known for carrying out gruesome murders."
721,The most alarming passages from Trump’s fearmongering Long Island speech,"President Trump portrayed a very dark picture of America during a speech on Friday that returned to one of his favorite themes from the campaign: Immigrants are bringing drugs, crime, and violence to the US and must be stopped."
722,Trump Offers Jeff Sessions Attorney General Job,Sessions is a loyal Trump backer and an immigration hard-liner.
723,Alabama senator Sessions offered attorney general post in Trump administration,"Alabama Sen. Jeff Sessions, who jumped aboard the Donald Trump train long before the real estate mogul sewed up the Republican nomination, has been offered the post of attorney general."
724,Sessions tapped as attorney general,"President-elect Donald Trump has tapped Alabama Sen. Jeff Sessions to be his attorney general, according to transition official Sean Spicer. As Trump's first Senate supporter and close adviser during the campaign, the four-term Republican senator effectively had his pick of Cabinet posts in the new administration."
725,Loretta Lynch Confirmed as Next Attorney General,"The Senate on Thursday confirmed Loretta Lynch as the next attorney general, voting 56-43 to approve her for the nation’s top law-enforcement job at a time of intense national debates about police conduct, government surveillance and how to fight the threat of terrorism.
More than five months since she was nominated in early November, Ms. Lynch was confirmed as the first black woman to hold the job of the nation’s top law-enforcem"
726,Senate Makes History By Confirming Loretta Lynch As U.S. Attorney General,"Loretta Lynch was confirmed as U.S. attorney general on Thursday after months of GOP delays, making history by becoming the first African-American woman to hold the post.
Lynch was confirmed in the Senate 56 to 43. All Democrats voted for her, along with 10 Republicans: Kelly Ayotte (N.H.), Thad Cochran (Miss.), Susan Collins (Maine), Jeff Flake (Ariz.), Lindsey Graham (S.C.), Orrin Hatch (Utah), Ron Johnson (Wis.), Mark Kirk (Ill.), Rob Portman (Ohio) and Senate Majority Leader Mitch McConnell (Ky.)."
727,"Lynch clears filibuster, poised to become first black woman attorney general","Senators were on track to approve Loretta Lynch to be the new attorney general, defeating an early filibuster attempt Thursday morning, with a final vote scheduled later in the afternoon on what Democrats said was a major civil rights milestone.
Ms. Lynch, a federal prosecutor in New York, would replace Eric H. Holder Jr. and would be the country’s first black woman to reach the top law enforcement post."
728,"Biden fires Social Security Commissioner Andrew Saul, who says he isn't leaving","President Biden fired Social Security Commissioner Andrew Saul on Friday amid an ongoing dispute over his leadership of the independent agency responsible for administering retirement and disability benefits.
Saul was one of the few remaining federal appointees from former President Donald Trump’s administration. The White House said he was fired after refusing a request for his resignation. Deputy Social Security Commissioner David Black was also asked to resign and he complied.
The Washington Post was first to report Saul's dismissal. He questioned the legality of Biden's decision in an interview with the newspaper and said..."
729,Biden fires Trump-appointed head of Social Security agency,"President Joe Biden on Friday fired the commissioner of Social Security after the official refused to resign, and Biden accepted the deputy commissioner’s resignation, the White House said.
Biden asked commissioner Andrew Saul to resign, and his employment was terminated after he refused the Democratic president’s request, a White House official said.
Deputy Commissioner David Black agreed to resign, said the official, who spoke on condition of anonymity to discuss personnel matters.
Both officials had been put in place under President Donald Trump, a Republican.
Biden named Kilolo Kijakazi as..."
730,"Biden fires head of Social Security Administration, a Trump holdover who drew the ire of Democrats","President Biden on Friday fired Social Security Commissioner Andrew Saul, a holdover from the Trump administration who had alienated crucial Democratic constituencies with policies designed to clamp down benefits and an uncompromising anti-union stance.
Saul was fired after refusing a request to resign, White House officials said. His deputy, David Black, who was also appointed by former president Donald Trump, resigned Friday upon request.
Biden named Kilolo Kijakazi, the current deputy commissioner for retirement and disability policy, to serve as acting commissioner until a permanent nominee is selected."
731,Glenn Beck: Hillary Clinton 'will be the next president',"Glenn Beck may not want to vote for Hillary Clinton, but he is convinced that she will win the presidency in 2016.
Beck, the conservative radio and television host, used part of his radio show on Tuesday to talk about the prospect of Clinton running for president and why, if she does, she ""will be the next president of the United States."""
732,Why Glenn Beck Said Hillary Clinton ‘Will Be the Next President of the United States’,"Glenn Beck said on his radio program Tuesday that “Hillary Clinton will be the next president of the United States.”
Beck said he received information from a friend of his, who is also friends with the “Hillary people,” about Clinton’s campaign strategy in 2016. Beck said that when he heard it, he said, “Oh my gosh, she’s going to win the presidency.”
Beck said Clinton’s “people” told his friend: “The right is so stupid. They just don’t get it. You guys are going to all be fighting on Benghazi and..."
733,Glenn Beck: ‘Hillary Clinton will be the next president’,"He may have once called President Barack Obama the racist puppet of a vast global conspiracy, but conservative talk show host Glenn Beck seems to be more sanguine about his potential replacement, Hillary Clinton.
Beck, who left Fox News in 2011 to start his own media empire, predicted this week that the former secretary of state will be the next president, and not through any kind of trickery or skullduggery.
“Hillary Clinton will be the next president of the United States,” he said on his radio show Monday, citing a..."
734,"Weekly initial jobless claims fall below 300,000 for first time since pandemic began","The latest weekly initial jobless claims dropped below 300,000 for the first time since the pandemic began, according to data released Thursday by the Department of Labor.
Initial applications for unemployment benefits totaled 293,000, the lowest level since March 14, 2020. Continuing claims, which indicate the number of people collecting ongoing benefits, dropped to 2.59 million, another low.
The latest number roundly beat out economists' forecasts of 318,000, and is an indication that companies are holding on to their workers amid a tight labor market.
""I have said from the..."
735,US unemployment claims fall to lowest level since pandemic,"The number of Americans applying for unemployment benefits fell to its lowest level since the pandemic began, a sign the job market is still improving even as hiring has slowed in the past two months.
Unemployment claims dropped 36,000 to 293,000 last week, the second straight drop, the Labor Department said Thursday. That’s the smallest number of people to apply for benefits since the week of March 14, 2020, when the pandemic intensified, and the first time claims have dipped below 300,000. Applications for jobless aid, which generally track the..."
736,Jobless claims drop to a fresh pandemic low,"The number of Americans filing for unemployment benefits dropped to a new pandemic low last week, dipping below 300,000 for the first time since March 2020. 
Figures released Thursday by the Labor Department show that applications for the week ended Oct. 9 fell to 293,000 from a revised 344,750 a week earlier. It marked the best level of jobless claims since March 14, 2020, when there were 256,000 applicants just as COVID-19 began to shut down the nation's economy. 
Continuing claims, or the number of Americans who are consecutively receiving unemployment aid,..."
737,Jobless claims dip below 1 million for first time in more than four months,"About 960,000 workers filed for unemployment insurance last week, which marks the first time that initial claims dipped below one million since mid-March, when the coronavirus pandemic first took hold and economic lockdowns forced workers home.
The weekly claims figure for the week ending Aug. 8 dropped fell below the 1.18 million claims from last week, but remains well above historic highs. The pre-pandemic record for initial weekly claims was 695,000, from 1982, another recession."
738,Weekly Jobless Claims Fall Below 1 Million for First Time in Pandemic,"The number of Americans seeking unemployment benefits dropped below one million last week for the first time since the start of the COVID-19 pandemic in the United States, likely as the expiration of a $600 weekly jobless supplement discouraged some from filing claims.
Initial claims for state unemployment benefits totaled a seasonally adjusted 963,000 for the week ended Aug. 8, compared to 1.191 million in the prior week, the Labor Department said on Thursday. That was the lowest level since mid-March when authorities started shutting down non-essential business to slow..."
739,US jobless claims fall below 1 million but remain high,"The number of laid-off workers applying for unemployment aid fell below 1 million last week for the first time since the pandemic intensified five months ago yet still remains at a high level. The viral pandemic keeps forcing layoffs just as the expiration of a $600-a-week federal jobless benefit has deepened the hardships for many.
The Labor Department said applications fell to 963,000, the second straight drop, from 1.2 million the previous week. The decline suggests that layoffs are slowing, though last week’s figure still exceeds the pre-pandemic record of..."
740,"Brittney Griner, Paul Whelan's families meet with Biden to discuss return to United States","President Biden began meeting with family members of Brittney Griner and Paul Whelan to discuss his continuing commitment to bringing them back home safely, the White House said Friday.
Griner's wife Cherelle, her agent Lindsay Colas, Whelan's sister Elizabeth and Assistant to the President for National Security Affairs Jake Sullivan were participating in the meetings, which began at 4:51 p.m. ET.
""The primary goal of the meetings today is to be able to update the families and keep them completely apprized of where we are in the process and to..."
741,President Joe Biden meets with wife of Brittney Griner to show detained WNBA star is 'front of mind',"President Joe Biden met on Friday with Cherelle Griner, wife of Brittney Griner, and reassured her that he is working to gain the WNBA star's freedom.
Biden sat down in the Oval Office with Cherelle Griner as well as Elizabeth Whelan, sister of detained former U.S. Marine Paul Whelan. Biden conducted the separate meetings to assure the families that the detainees ""are at front of mind,"" said White House press secretary Karine Jean-Pierre.
""We're going to continue to do everything that we can, working tirelessly every day, to make sure..."
742,"Biden meets families of Russian-held detainees Griner, Whelan","President Joe Biden met on Friday with families of two Americans being held by Russia, and personally reassured them he is working to gain freedom for the detainees.
Biden sat down in the Oval Office with Cherelle Griner, wife of WNBA star Brittney Griner, and Elizabeth Whelan, sister of former U.S. Marine Paul Whelan.
Biden conducted the separate meetings to assure the families that the detainees ""are at front of mind,"" said White House press secretary Karine Jean-Pierre.
""We're going to continue to do everything that we can, working tirelessly..."
743,Supreme Court Rejects Trump’s Bid To Quash Jan. 6 Committee Subpoenas,"The Supreme Court on Wednesday rejected former President Donald Trump’s request to quash subpoenas for White House records relating to the Jan. 6 riot at the Capitol.
Trump attempted to invoke executive privilege to stop the House Select Committee on the January 6th Attack from accessing a trove of documents relating to Trump’s activities on Jan. 6 and those of his top confidants. The Court’s brief decision was unsigned and Justice Clarence Thomas was the only member to note his dissent.
Wednesday’s decision signals a new phase for the committee’s..."
744,U.S. Supreme Court spurns Trump bid to keep Capitol attack records secret,"The U.S. Supreme Court on Wednesday rejected former President Donald Trump's request to block the release of White House records sought by the Democratic-led congressional panel investigating last year's deadly attack on the Capitol by a mob of his supporters.
The decision means the documents, held by a federal agency that stores government and historical records, can be disclosed even as litigation over the matter continues in lower courts.
Trump's request to the justices came after the U.S. Court of Appeals for the District of Columbia Circuit on Dec. 9 ruled that the businessman-turned-politician had no basis..."
