,heading,text
158,Office of Special Counsel Formally Requests Kellyanne Be Relieved of Her Duties,"The Office of Special Counsel has had issues with White House Counselor Kellyanne Conway for months, and now they are formally requesting her removal from federal service. In a letter released on Thursday, the OSC explains that not only has Conway violated the Hatch Act by disparaging Democratic candidates in TV interviews, but she's also mocked the law itself.
The OSC wants President Trump to take her ""defiant attitude"" and ""pattern of misconduct"" into account and dismiss her."
159,"Trump warns post-hurricane Puerto Rico, says FEMA won’t stay 'forever'","President Trump issued a warning Thursday to hurricane-ravaged Puerto Rico, saying the U.S. territory's infrastructure was a mess before the storm and warning that federal officials cannot stay on the island ""forever.""
The president made the comments in a series of early-morning tweets."
160,Trump loses patience with Puerto Rico,"US President Donald Trump has griped about emergency relief efforts in hurricane-ravaged Puerto Rico, saying federal aid cannot continue ""forever""."
161,Trump threatens to abandon Puerto Rico recovery effort,"President Trump served notice Thursday that he may pull back federal relief workers from Puerto Rico, effectively threatening to abandon the U.S. territory amid a staggering humanitarian crisis in the aftermath of Hurricane Maria."
162,"If the media speaks with one voice, Trump will have to listen","If the media can speak with one voice on the critical issue of press freedom, perhaps even the President will have to listen."
163,Commentary: Newspapers don't help themselves by coordinating against Trump,"If you are a Trump voter who thinks that much of the press is reflexively hostile to the president, 300 of America's leading newspapers want you to know that you might be on to something."
164,US newspapers to Trump: We’re not enemies of the people,"Newspapers from Maine to Hawaii pushed back against President Donald Trump’s attacks on “fake news” with a coordinated series of editorials in defense of a free press on Thursday — and, not surprisingly, Trump didn’t take it silently."
165,Miami building collapse: Remaining section of Surfside tower is demolished with explosives,"The remaining structure left behind after the Miami building collapse has been brought down by demolition crews using explosives, after warnings that a tropical storm could render the site unsafe.
Rescue teams are expected to resume the search for survivors once the demolition is complete at the Champlain Towers South condo building. They have so far recovered the remains of 24 people, with 121 still missing.
No one has been pulled out of the rubble alive since the first hours after the 24 June collapse at Surfside in southern Florida.
The search and..."
166,Search back on after rest of South Florida condo demolished,"Rescuers were given the all-clear to resume work looking for victims at a collapsed South Florida condo building after demolition crews set off a string of explosives that brought down the last of the building in a plume of dust.
Miami-Dade County Mayor Daniella Levine Cava told the Associated Press that the demolition went “exactly as planned” around 10:30 p.m. Sunday.
Crews immediately began clearing some of the new debris so rescuers could start making their way into parts of the underground garage that is of particular interest. Once there,..."
167,Search crews return after Surfside condo building's standing portion brought down with explosives,"Search crews resumed their work after the still-standing portion of the partially collapsed condo building in Surfside, Florida, was brought down using explosives Sunday night.
The demolition occurred after 10 p.m. ET, 11 days after the shocking collapse of much of the residential Champlain Towers structure on June 24 that resulted in 24 confirmed deaths, with 121 people still unaccounted for, according to Miami-Dade County officials.
Demolition teams bring down the unstable remainder of the Champlain Towers South condo building, late Sunday, July 4, 2021, in Surfside, Florida. (Associated Press)
County..."
168,Pelosi stumbles on alleged harassment in her own ranks,"House Minority Leader Nancy Pelosi's comments about sexual harassment allegations in her party's own ranks touched off a fierce blowback not only from Republicans, but also from progressives, who said they feared it muddled the Democrats' message on misconduct by putting politics ahead of protecting women.
In an interview Sunday on NBC's ""Meet the Press,"" Pelosi, D-Calif., offered supportive words for Rep. John Conyers, D-Mich., who has been accused of sexually harassing former members of his congressional staff and who reached a taxpayer-funded settlement with one accuser who said she..."
169,John Conyers Steps Down From Judiciary Committee Role Amid Sexual Misconduct Claims,"Rep. John Conyers, D-Mich., has announced he is stepping down as ranking Democrat on the House Judiciary Committee. Conyers conveyed the news in a statement released Sunday by the office of House Minority Leader Nancy Pelosi.
The announcement comes roughly a week after sexual misconduct allegations surfaced publicly against the longest-serving member of the House. Those allegations were lodged by a former female employee, who had made a wrongful dismissal complaint against him that was settled two years ago."
170,Pelosi faces backlash for questioning Conyers accusers,House Democratic Leader Nancy Pelosi is facing a backlash for defending Rep. John Conyers and even questioning those accusing him of sexual harassment during a Sunday interview.
171,Dems Unveil 2021 Agenda to Tackle Climate Change as Wildfires Rage on West Coast,"Democrats on Thursday unveiled a new agenda for climate change amid a backdrop of raging wildfires burning on the West Coast.
The plan also includes a bicameral resolution on racial injustice and economic recovery.
At least 79 members of Congress, including Senate Minority Leader Chuck Schumer, Sen. Elizabeth Warren, D-Ma., and House Speaker Nancy Pelosi, back the THRIVE agenda, which stands for “Transform, Heal, and Renew by Investing in a Vibrant Economy.”
“Our country is facing crises that are fatefully intertwined: tens of millions of people are unemployed, the COVID-19..."
172,"Wild weather this year shows growing impact of climate change, scientists say","The planet is showing signs it’s in peril. In recent weeks, the world has seen ferocious wildfires in the U.S. West, torrential rains in Africa, weirdly warm temperatures on the surface of tropical oceans, and record heat waves from California to the Siberian Arctic."
173,Corporate broadcast TV news fails to make crucial connection between record-breaking California wildfires and climate crisis,"Over the long Labor Day weekend, an explosive fire in the Sierra Nevada and record-shattering heat accelerated the climate crisis unfolding in California. The fires this season have already burned more acres than during any other year on record — and there are still several months left in the fire season.
The wildfire media coverage over the three-day weekend and into Tuesday included horrifying images, footage, and accounts from those on the ground, and awestruck reporters onsite and in studios casting around for language that properly conveys the scope..."
174,What Does Steve Bannon Want?,"President Trump presents a problem to those who look at politics in terms of systematic ideologies. He is either disinclined or unable to lay out his agenda in that way. So perhaps it was inevitable that Mr. Trump’s chief strategist, Stephen K. Bannon, who does have a gift for thinking systematically, would be so often invoked by Mr. Trump’s opponents. They need him not just as a hate object but as a heuristic, too. There may never be a “Trumpism,” and unless one emerges, the closest we may come to..."
175,Where did Steve Bannon get his worldview? From my book.,"The headlines this month have been alarming. “Steve Bannon’s obsession with a dark theory of history should be worrisome” (Business Insider). “Steve Bannon Believes The Apocalypse Is Coming And War Is Inevitable” (the Huffington Post). “Steve Bannon Wants To Start World War III” (the Nation). A common thread in these media reports is that President Trump’s chief strategist is an avid reader and that the book that most inspires his worldview is “The Fourth Turning: An American Prophecy.”
I wrote that book with William Strauss back in 1997. It is..."
176,Steve Bannon outlines his plan to 'deconstruct' Washington,"White House Chief Strategist Steve Bannon rarely appears in public and rarely speaks to the press, much less on live television. So his appearance alongside White House Chief of Staff Reince Priebus Thursday was hotly anticipated and closely watched.
The men performed a buddy schtick of sorts, portraying the yin and yang that bring the White House together and keep it running not in chaos as some media reports have claimed, but like the ""fine-tuned"" machine President Donald Trump bragged about during a news conference last week. Priebus keeps the..."
177,White House officials eyeing payroll tax cut in effort to reverse weakening economy,"Several senior White House officials have begun discussing whether to push for a temporary payroll tax cut as a way to arrest an economic slowdown, three people familiar with the discussions said, revealing growing concerns about the economy among President Trump’s top economic aides.
The talks are still in their early stages and have included a range of other tax breaks. The officials also have not decided whether to formally push Congress to approve any of these measures, these people said, speaking on the condition of anonymity because they were..."
178,White House denies exploring payroll tax cut to offset worsening economy,"The White House is denying that it's considering a temporary payroll tax cut to help boost the economy after The Washington Post reported that several senior administration officials have been discussing the idea.
A White House official said in a statement that ""cutting payroll taxes is not something under consideration at this time.""
Senate Finance Committee Chairman Chuck Grassley (R-Iowa) has not discussed a possible payroll tax cut with the administration, according to a spokesman for the senator.
""At this point, recession seems more of a political wish by..."
179,Team Trump eyes payroll tax cut to spur economy: report,"Team Trump is considering a temporary payroll tax cut to stimulate the economy and avoid a slowdown — or even a recession, a new report said Monday.
The plans reveal the administration’s top economic aides’ growing concerns about a possible slowdown as the 2020 election nears — despite President Trump’s glowing reviews of the US economy, The Washington Post reported.
A White House spokesperson denied a payroll tax cut is under consideration “at this time.”
The Washington Post reported that talks were still in their early stages, and officials have..."
180,Trump threatens to fire Fauci in rift with disease expert,"President Donald Trump is suggesting that he will fire Dr. Anthony Fauci after Tuesday’s election, as his rift with the nation’s top infectious disease expert widens while the nation sees its most alarming outbreak of the coronavirus since the spring.
Speaking at a campaign rally in Opa-locka, Florida, Trump expressed frustration that the surging cases of the virus that has killed more than 231,000 people in the United States this year remains prominent in the news, sparking chants of “Fire Fauci” from his supporters.
“Don’t tell anybody but let me..."
181,Trump Hints at Firing Fauci After Election,"President Donald Trump hinted that he may fire Dr. Anthony Fauci, the director of the National Institute of Allergy and Infectious Diseases, after the Nov. 3 election at a campaign rally in Florida Sunday night that lasted until about 1 a.m.
The rally, which took place at the Miami-Opa Locka Executive Airport, went on despite Miami-Dade Mayor Carlos Gimenez announcing earlier on Sunday that he would not lift a midnight curfew before the event, Fox News reports.
As Trump spoke about his frustration with the news media for the..."
182,Trump hints that he’ll fire Fauci after Election Day,"President Donald Trump signaled early Monday morning that he may fire Dr. Anthony Fauci, the nation’s top infectious disease expert, after Election Day.
The suggestion from the president came just minutes after midnight at a campaign rally in Opa-locka, Fla., where Trump again claimed the United States was “rounding the turn” in its fight against the coronavirus, even though the country has set records in recent days for new cases.
Trump also complained that the media was overly focused on coverage of the pandemic — “you turn on the news,..."
183,"Clinton Leads Nationally, But Struggles In Some Battleground States","New national polls find Clinton maintaining her lead, but with a smaller margin."
184,Trump and Clinton Tied in Latest Poll,"A New York Times and CBS News poll shows a tightening race between Republican Donald Trump and Democrat Hillary Clinton. Less than two months before the general election, Clinton is supported by about 46 percent of likely voters, while Trump has the support of 44 percent. When considering all registered voters, Trump has only 41 percent, with Clinton holding the support of 46 percent."
185,"Trump surges in battleground, national polls",Donald Trump is surging in new battleground and national polls at a time when Hillary Clinton faces tough questions not only about her health but her sweeping criticism of her Republican opponent’s supporters.
186,Obama cancels Putin meeting over Snowden asylum,The White House announced Wednesday that President Obama is canceling a planned meeting with Russian President Vladimir Putin due to Russia's granting of asylum to fugitive NSA leaker Edward Snowden and a lack of progress between the two nations on other issues.
187,Obama Cancels One-On-One Meeting With Putin,The U.S. objects to Russia's granting of temporary asylum to NSA leaker Edward Snowden.
188,Obama Cancels Meeting With Putin Over Snowden,"In a rare diplomatic rebuke, President Barack Obama on Wednesday canceled his Moscow summit with Russian President Vladimir Putin."
189,"George Will: Ã¢â‚¬ËœQuite Literally, The Opposition to Gay Marriage Is DyingÃ¢â‚¬â„¢","While Supreme Court watchers ponder how justices will come down in the debate over gay marriage, ABCs George Will said Sunday on ABC News “This Week its clear where public opinion is headed.
“There is something like an emerging consensus, Will said, noting voters in three states recently endorsed same-sex marriage initiatives. “Quite literally, the opposition to gay marriage is dying. Its old people.
Democratic strategist James Carville agreed the 2012 election marked a “profound shift on the controversial issue.
“Look in Salt Lake City, the 12..."
190,Same-sex couples in Washington start taking wedding vows,"Scores of same-sex couples crowded Seattle City Hall for a day of wedding ceremonies on Sunday, the first day they could marry after the state's voter-approved gay marriage law took effect.
While numerous weddings were taking place across the state, both private and public, the city hall weddings were the largest public event, with more than 130 couples taking part. The city set up five separate chapels to accommodate the revelers. Starting at 10 a.m., cheers and applause regularly broke out as another couple's marriage became official. Weddings at..."
191,Same-Sex Issue Pushes Justices Into Overdrive,"Life moves fast these days, and so does the law.
In the civil rights era, the Supreme Court waited decades to weigh in on interracial marriage. On Friday, by contrast, the court did not hesitate to jump into the middle of one of the most important social controversies of the day, agreeing to hear two cases on same-sex marriage.
By taking both, the court gave itself the chance to issue a sweeping ruling that would cast aside bans on same-sex marriage nationwide. But the speed with which the court moved..."
192,Judge orders New York Times to get rid of Project Veritas memos,"A New York judge has upheld an earlier ruling barring the New York Times from publishing or covering documents written by a lawyer for the conservative group Project Veritas, the Times reported.
Why it matters: The ruling, which now also requires the paper to get rid of physical and electronic copies of the documents, is ""a highly unusual and astonishingly broad injunction against a news organization,"" the paper said in a Friday editorial.
The Times said they would immediately seek a stay and file an appeal. The documents in question were ""obtained legally..."
193,Project Veritas Scores ANOTHER victory with Judge’s order in defamation lawsuit against New York Times,"NY Supreme Court, noting that ""'Hit and run' journalism"" is not protected, rules New York Times may have ""improper[ly]"" obtained PV's attorney-client memos before publishing them ""ahead of the deadline it had set,"" and ORDERS the Times to (1) return the memos to PV; (2) destroy all copies of the memos it has, including removing them ""from the internet""; (3) retrieve copies of the memos it provided to third parties including Columbia Journalism Professor Bill Grueskin; (4) not use the memos in PV's defamation lawsuit against the Times; and (5)..."
194,A Dangerous Court Order Against The New York Times,"Half a century ago, the Supreme Court settled the matter of when a court can stop a newspaper from publishing. In 1971, the Nixon administration attempted to block The Times and The Washington Post from publishing classified Defense Department documents detailing the history of the Vietnam War — the so-called Pentagon Papers. Faced with an asserted threat to the nation’s security, the Supreme Court sided with the newspapers. “Without an informed and free press, there cannot be an enlightened people,” Justice Potter Stewart wrote in a concurring opinion.
That sentiment reflects..."
195,US to Send Ukraine Advanced Rockets; Kyiv Promises Not to Fire Into Russia,"The United States plans to send Ukraine advanced long-range artillery that President Volodymyr Zelenskyy had requested for weeks, but Biden administration officials said would only be armed with limited-range munitions and would not be used to strike targets inside of Russia. 
White House officials on Tuesday announced that the M142 High Mobility Artillery Rocket System, or HIMARS, would be part of new $700 million arms package for Ukraine, which has received increasingly more advanced and lethal weapons to fight Russia’s invasion.
“At this time, we've decided not to provide the longer range..."
196,Biden approves sending advanced rockets to Ukraine,"President Joe Biden announced on Tuesday that the United States is sending ""more advanced rocket systems and munitions"" as part of a $700 million package of military equipment intended to help the Ukrainians fight back against the Russian invasion of their country.
However, Biden claimed that the move would not be enabling the Ukrainians to hit targets outside their own borders.
In an op-ed for the New York Times on Tuesday Biden wrote, ""We have moved quickly to send Ukraine a significant amount of weaponry and ammunition so it can fight on the battlefield..."
197,Biden admin will provide Ukraine with longer-range rocket systems,"President Joe Biden said Tuesday in a New York Times opinion piece that he would “provide the Ukrainians with more advanced rocket systems and munitions that will enable them to more precisely strike key targets on the battlefield in Ukraine.”
The announcement was part of a piece that explained the Biden administration’s goals in Ukraine: “[A] democratic, independent, sovereign and prosperous Ukraine with the means to deter and defend itself against further aggression.”
The White House National Security Council said Tuesday that the “more advanced rocket systems” were longer-range multiple-launch rocket systems. They are..."
198,"Portland mayor tear-gassed by federal agents, riot declared","A riot was declared in Portland just after midnight Thursday morning after Mayor Ted Wheeler’s tense visit with protesters-- where he was booed, told to resign, given a list of demands and tear-gassed by federal agents.
His visit ended with his security detail engaging in a struggle with protesters late Wednesday night as they worked to get the mayor to safety, a report said.
Earlier, he moved with protesters to the fence outside of the federal courthouse where he stood at the front and was tear-gassed along with the crowd,..."
199,Portland mayor tear gassed after speaking with protesters on presence of federal agents,"Mayor Ted Wheeler was tear gassed in downtown Portland early Thursday morning, according to video and posts on Twitter from a New York Times journalist.
The video shows Wheeler, wearing goggles and a face mask amid a crowd of people, hold his nose and close his eyes in distress as a cloud of tear gas drifts by him.
""It stings. It's hard to breathe. I can tell you with 100% honesty I saw nothing that provoked this response,"" Wheeler said to the Times camera. ""I'm not afraid but I am..."
200,Portland mayor tear gassed alongside protesters,"The mayor of Portland, Ore., was hit with tear gas Wednesday night after he joined a crowd of protesters who gathered outside a federal courthouse as tensions persisted in the city in response to the Trump administration's deployment of federal officers.
Video shared on social media showed Mayor Ted Wheeler (D) coughing and retrieving goggles as a haze of gas overwhelmed a crowd that was protesting behind a fence located in front of the Mark O. Hatfield Federal Courthouse.
Wheeler did not leave his spot at the front of the..."
201,U.S. FDA to bring outside experts to review COVID-19 vaccines,"The U.S. Food and Drug Administration will organize meetings with an independent group of experts to review data of coronavirus vaccine candidates and advise the agency, FDA commissioner Stephen Hahn said on Wednesday.
""The meetings will reinforce the transparency of the process as FDA reviews data from trials now underway,"" Hahn said in a post on Twitter."
202,"Large study shows COVID-19 antibodies last 4 months, bolstering vaccine hopes","Coronavirus antibodies could last for at least four months and fade more slowly than previously reported, according to a new study.
The findings come from a large-scale survey published Tuesday involving more than 30,500 people in Iceland. Billed as the most comprehensive look at the body’s response to the virus, scientists believe it gives hope to achieve immunity through a vaccine."
203,Fauci predicts 'safe and effective' coronavirus vaccine by end of year,"Dr. Anthony Fauci predicts that a coronavirus vaccine will be developed by the end of 2020.
""I believe that by the time we get to the end of this calendar year that we will feel comfortable that we do have a safe and effective vaccine,"" Fauci, the director of the National Institute of Allergy and Infectious Diseases, said on NBC's ""TODAY"" on Wednesday.
He added that in a number of vaccine trials, there is ""enough data that you would really feel comfortable it was safe and effective for the American..."
204,Kremlin: Report of Putin meddling in U.S. election is 'nonsense',"These statements, like any nonsense, ""cannot have any grounds,"" the Kremlin spokesman said.
The report by NBC News cited two unnamed ""senior U.S. intelligence officials"" as saying the Russian president personally intervened in the 2016 presidential election."
205,"Putin Personally Managed Hacks, Had ‘Vendetta’ Against Hillary","U.S. intelligence officials reportedly believe Russian President Vladimir Putin personally played a role in efforts to manipulate the 2016 presidential election.
The claim comes from alleged new intelligence that Putin himself played a role in deciding which Democratic National Committee emails to release to WikiLeaks. The intelligence officials elaborated that they got the information from spies working for U.S. intelligence agencies abroad, and other U.S. diplomats."
206,U.S. Officials: Putin Personally Involved in U.S. Election Hack,"U.S. intelligence officials now believe with ""a high level of confidence"" that Russian President Vladimir Putin became personally involved in the covert Russian campaign to interfere in the U.S. presidential election, senior U.S. intelligence officials told NBC News."
207,Hillary's Numbers Plunge in Wake of ‘Clinton Cash Revelations,"A CNN poll released Tuesday shows that Hillary Clinton’s favorability rating with the public is in a serious, measurable freefall. For the time since CNN began polling the former Secretary of State’s favorable rating in 2006, Clinton is underwater on this question, 46% – 50%.
That 46% represents an extraordinary 23 point plummet from September of 2011; a 21 point drop from November of 2012; an 11 point drop from one year ago; a 7 point drop from just two months ago when she still sat at a healthy 53%..."
208,Poll: New speed bumps for Clinton,"More people have an unfavorable view of Democratic front-runner Hillary Clinton now than at any time since 2001, according to a new CNN/ORC poll on the 2016 race.
While Clinton remains strikingly dominant in the Democratic field, the poll shows that her numbers have dropped significantly across several key indicators since she launched her campaign in April.
A growing number of people say she is not honest and trustworthy (57%, up from 49% in March), less than half feel she car"
209,"Frontrunner angst: Bush lead evaporates, Clinton favorability hits 7-year low","After five months of forums, fundraising appearances and trips to the early states, the 2016 Republican nomination contest is as unsettled as ever, with no candidate receiving more than 11 percent support and seven candidates all within three points of one another, according to a new Washington Post-ABC News poll.
Meanwhile, Hillary Rodham Clinton continues to dominate the Democratic nomination contest. But her personal attributes continue to erode in the wake of stories about fundraising practices at the Clinton Foundation and her use of a personal e-m"
210,At Least 150 Killed in Shootings Across the U.S. During July 4th Weekend,"Americans across the country had big July Fourth celebrations this year, in part to make up for missing out last year. But amid all the revelry there was also a lot of tragedy as at least 150 people were killed by gun violence across the country throughout the weekend, reports CNN, citing data compiled by the Gun Violence Archive. From Friday through Sunday there were more than 400 shootings across the United States, according to the data that is still being updated and could very well increase.
The numbers come at a..."
211,Bloody July Fourth weekend leaves 150 fatally shot in more than 400 shootings nationwide,"A bloody Fourth of July weekend ended with at least 150 people killed in more than 400 shootings that occurred across the country, according to data compiled throughout the weekend.
In New York City, at least 26 people were shot from Friday through Sunday, with at least two of the incidents resulting in deaths.
In Chicago, 100 people were struck by gunfire resulting in 18 deaths since Friday night, according to Chicago police. In nearly all of the cases, no suspects were taken into custody as detectives continue to investigate the incidents. 69 of the more than..."
212,4th Of July Shootings Across The Country Kill More Than 180 This Year,"More than 180 people were killed in shootings across the country over the Fourth of July holiday weekend, according to data compiled by the Gun Violence Archive and reviewed by NPR.
By 11:30 p.m. on Monday, the Gun Violence Archive reported 189 people killed and 516 injured in shootings over the course of a 72-hour period starting Friday. In total, there were more than 540 shootings over the holiday weekend, the organization reported.
Those numbers may increase as the organization continues to collect statistics from the weekend.
News of major shootings in..."
213,Democrats: Amy Coney Barrett Will Strip Millions of Health Insurance,"On Saturday, Democrats quickly criticized President Donald Trump’s nomination of Amy Coney Barrett to the Supreme Court, arguing that her confirmation would put millions of Americans’ health insurance in jeopardy.
In a statement, former Vice President Joe Biden focused on Coney Barrett’s “written track record of disagreeing with the U.S. Supreme Court’s decision upholding the Affordable Care Act.” Her criticism of the decision is particularly important because the court is scheduled to hear a major challenge to the healthcare law the week after the November election.
Speaker Nancy Pelosi (D-Calif.)..."
214,"Amy Coney Barrett nominated by Trump for Supreme Court, setting up contentious battle weeks before election","President Trump named Amy Coney Barrett as his nominee for the Supreme Court Saturday evening with a live, televised reveal from the White House Rose Garden.
“Today, it is my honor to nominate one of our nation’s most creative and gifted legal minds to the Supreme Court,” he said as Barrett stood alongside him.
“She is a woman of unparalleled achievement, towering intellect, sterling credentials, and unyielding loyalty to the Constitution: Judge Amy Coney Barrett.”
Trump said she would make history if confirmed as the first mother of school-age children..."
215,"Trump taps Amy Coney Barrett for Supreme Court, setting up confirmation sprint","President Trump on Saturday officially nominated Judge Amy Coney Barrett to fill the late Justice Ruth Bader Ginsburg’s seat on the Supreme Court, revealing his choice at a Rose Garden ceremony and kicking off a sprint to get the conservative judge confirmed before Election Day.
It was widely reported on Friday night that Barrett was Trump's choice for the vacancy, taking some of the drama out of the president's formal announcement. Now the focus shifts to a looming confirmation fight that is expected to conclude with Barrett becoming the youngest..."
216,First federal execution in 17 years carried out in Indiana after Supreme Court cleared way,"The U.S. carried out the first federal execution in 17 years at a prison in Indiana after a 5-4 Supreme Court ruling cleared the way.
Daniel Lewis Lee, who was convicted of killing an Arkansas family in a plot to establish a whites-only nation, was executed by lethal injection early Tuesday at the Federal Correctional Institution in Terre Haute.
“I didn’t do it,” Lee said before he was executed. “I’ve made a lot of mistakes in my life, but I’m not a murderer. ... You’re killing an innocent man.” He..."
217,US carries out first federal execution in 17 years,"The U.S. government carried out the first federal execution in nearly two decades on Tuesday.
Daniel Lewis Lee, 47, died by lethal injection at the federal prison in Terre Haute, Indiana.
“I didn’t do it,” Lee said just before he was executed, according to the Associated Press. “I’ve made a lot of mistakes in my life, but I’m not a murderer. ... You’re killing an innocent man.”
Lee was a member of a white supremacist group who murdered a family of three, including an 8-year-old girl, according to the Justice..."
218,First federal prisoner in 17 years executed hours after Supreme Court decision,"Daniel Lewis Lee on Tuesday became the first federal prisoner executed in over 17 years, just hours after the Supreme Court ruled 5-4 against a last-minute attempt to halt the execution.
Lee, 47, a former white supremacist convicted of killing a family of three in 1996, was executed by lethal injection at the federal prison in Terre Haute, Ind., and pronounced dead at 8:07 a.m., according to the Bureau of Prisons (BOP).
“You’re killing an innocent man,” Lee said with his final words, according to a reporter with the Indianapolis..."
219,"At Bipartisan Budget Meeting, Familiar Hurdles but a New Attitude","President Obama and Congressional leaders on Friday reopened budget negotiations that ended badly in 2011 with surprising bipartisan bonhomie, and even some initial agreements toward a year-end deal. Yet a familiar hurdle remains before any handshakes: resolving the parties dispute over whether to extend the Bush-era tax rates for the wealthy."
220,Pressure intensifies for GOP to raise taxes on rich,"As President Obama and Capitol Hill leaders continue negotiations to avoid the looming “fiscal cliff, top Democrats on Sunday ramped up pressure on their Republican counterparts to accept tax increases on the wealthy as part of a broader agreement."
221,Obama Asks for Prayer on Budget Deal,"Taking a break from deficit negotiations for a whirlwind tour of southeast Asia, President Obama joked this afternoon as he toured a sacred Buddhist temple that he could use some prayer to help reach a budget deal."
222,Donald Trump: Democrats 'Medicare for All' plan will demolish promises to seniors,"The Democrats want to outlaw private health care plans, taking away freedom to choose plans while letting anyone cross our border. We must win this."
223,Trump rips Dems’ embrace of Medicare for all: ‘The centrist Democratic Party is dead’,"President Trump on Wednesday attacked Democrats over their embrace of ""Medicare for all,"" writing in an op-ed for USA Today that the plan would threaten seniors and likening the single-payer plan to radical socialism."
224,Trump files op-ed bashing Democrats on Medicare for all,President Donald Trump knocked Democrats in incendiary terms ahead of the midterm elections with an op-ed decrying a proposal to establish a single-payer health care system.
225,U.S. judge refuses to toss suit against Trump on foreign payments,A federal judge on Wednesday gave the go ahead to part of a lawsuit that accuses President Donald Trump of flouting constitutional safeguards against corruption by maintaining ownership of his business empire while in office.
226,Judge allows emoluments lawsuit against Trump to go forward,A federal judge has denied the Trump administration’s motion to dismiss a lawsuit alleging President Trump has violated the U.S. Constitution’s emoluments clause because of his ties to his Washington hotel.
227,Judge rules Trump can be sued for profits at Trump International Hotel in D.C.,A federal judge ruled Wednesday that a lawsuit alleging President Donald Trump is illegally benefiting from profits made at the Trump International Hotel in Washington D.C. can move forward.
228,"Trump impeachment backfires on Democrats, and Nancy Pelosi has a meltdown","The partisan impeachment of President Donald Trump finally passed, mercifully, like a kidney stone, with Democrats grimacing helplessly during acquittal in the Senate on Wednesday.
It’s over.
The cable news networks loved it because they love a show but there was no real drama. Americans knew for months how this would turn out. They knew Democrats didn’t have the votes in the Senate. It was all about targeting select Republican senators in the next elections.
The people turned off this farce of Democratic Impeachment Theater long ago."
229,Why Mitt Romney's courageous vote to convict Trump matters,"Until Wednesday afternoon, the divide in American politics seemed to be set in high-performance concrete reinforced by tungsten steel rods. That changed when Sen. Mitt Romney (R-Utah) became the first senator in American history to vote to convict a president of his own party.
The word commonly used to describe the virulent partisanship in our politics is “tribal.” But that unfairly disparages indigenous tribes around the world. The divisions have torn apart families and friends. In 2018, when Rep. Paul Gosar (R-Ariz.) campaigned for reelection, six brothers and sisters attacked..."
230,Acquittal is not exoneration,"(CNN) - Despite the Trump White House's insistence that the President has been vindicated and exonerated by the Senate vote to not remove him from office, acquittal does not mean exoneration in an impeachment trial.
Trump's acquittal in the Senate was always a foregone conclusion. No American president has been removed from office as a result of a Senate trial. In their wisdom, the founders placed the bar at an appropriately high two-thirds.
Nonetheless, impeachment will be in the first paragraph of Trump's obituary. It puts him in a permanent..."
231,Armed Extremists Just Escalated Oregon’s Fight Over Climate Legislation,"The Three Percenters’ Oregon chapter has gotten involved in the Oregon standoff between Republican state senators, who fled the state to avoid the passage of cap-and-trade legislation, and the Democratic majority who wanted to put the measure to a vote. The paramilitary group, known for anti-government and pro-gun sentiment, said in a Thursday night Facebook post, “We will stand together with unwavering resolve, doing whatever it takes to keep these Senators safe,” pledging to provide “security, transportation, and refuge” for Republican lawmakers."
232,Runaway Oregon Republicans ready to dodge state troopers until legislative clock runs out,"Oregon Senate Republicans are prepared to hunker down out of state until the legislative session adjourns June 30 to block Democrats from passing a “disastrous” cap-and-trade legislation.
Senate Republican Whip Dennis Linthicum said Friday that legislators have no plans to return, despite Democratic Gov. Kate Brown’s deployment of state troopers to round up the lawmakers and bring them back to the state capitol in Salem."
233,Oregon GOP lawmakers who fled capitol to avoid climate bill vote face $500 daily fines,"The Republican state lawmakers in Oregon who skipped town this week to avoid voting on a climate bill are reportedly facing fines if they don’t return to the state Legislature soon.
According to a local NBC station, the state senators will be fined $500 for every day they don’t show to vote on the bill beginning Friday. Supporters have reportedly raised over $6,000 to help the Republican lawmakers cover the costs of the fines through a GoFundMe campaign.
Although the bill has already passed the Democratic-controlled state House and..."
234,Obama Convention Bounce Confirmed In Latest Tracking Polls,"Daily tracking polls published over the weekend show President Barack Obama enjoying a modest boost in support following the Democratic party convention, though how long that polling ""bounce"" will last remains uncertain.
The latest results from two daily telephone tracking surveys conducted by Gallup and Rasmussen Reports show a very similar pattern. Both had found a roughly even race on interviews conducted in the month of August before the conventions, and both now show Obama leading Republican nominee Mitt Romney by similar margins (5 and 4 percentage points, respectively)."
235,"Confirmed: Despite Recycled DNC Speech, Obama Gets Poll Bounce","At least the man is consistent. From failed jobs programs to major speeches, he's always inclined to go green. The Republican National Committee has produced a new video comparing Obama's acceptance speech in Charlotte to the rhetoric he employed on the campaign trail in 2008. Similarities abound:"
236,"Obama Got The Convention Bounce, As Well As Bad Economic Numbers","The Democrats were no sooner out of Charlotte when the bad economic news came.
A more disappointing job report than had been forecast. Economic numbers weaker than expected. Just 96,000 jobs were created in August, far fewer than what economists were anticipating. And even a lower unemployment rate Ã¢â‚¬â€ down to 8.1 percent from 8.3 Ã¢â‚¬â€ was explained as that more people had simply stopped looking for work. The hope of four years ago is quickly becoming a fading memory, especially for those whose lives have not seen the change..."
