,heading,text
416,Paris Attacks Undercut Western Hopes of Containing Extremists,"The consecutive terror attacks that killed 224 people on a Russian charter plane Oct. 31 and well over 100 in Paris on Friday have undercut what remained of Western hopes of containing extremists, a goal sought through years of faltering wars in Syria, Iraq, Yemen and Libya.
A day before the Paris attacks, President Barack Obama sounded an optimistic note about the campaign against Islamic State forces in Iraq and Syria. “I don’t think they’re gaining strength,” the president told ABC News in an interview Thursday. “From the start our..."
417,Obama: Paris Attacks Are 'Attack On All Of Humanity',"President Barack Obama condemned the deadly attacks in Paris as an ""attack on all of humanity.""
Speaking Friday evening from the White House briefing room, Obama expressed condolences and support for the French people.
""Once again, we've seen an outrageous attempt to terrorize innocent civilians,"" Obama said. ""This is an attack not just on Paris, it's attack not just on the people of France, but this is an attack on all of humanity and the universal values that we share.""
Multiple attacks across Paris, including a shooting in a restaurant,..."
418,From Paris: Border Chaos As France Faces Biggest Terror Disaster Since Hitler,"Travelers were left stranded across France today as the country began dealing with the aftermath of the worst terrorist atrocity since World War Two. Border Police vetted long lines of tourists who were attempting to leave the country as they tried to catch terrorists fleeing the country.
Yesterday Paris was rocketed by an explosion outside the France versus Germany soccer match, forcing the President of the Republic to be evacuated. Terrorists then machine gun attacked the Bataclan concert hall and a number of Paris cafés.
At France's largest airport, Charles..."
419,Chuck Hagel Confirmation: Senate Vote Fails To End Filibuster On Obama Pick,"Senate Republicans successfully foiled attempts to confirm Chuck Hagel for the post of defense secretary on Thursday, by denying him the 60 votes needed for the nomination to proceed."
420,Republicans stall Hagel nomination,The Senate failed to garner enough votes Thursday to stop a filibuster against Defense Secretary nominee Chuck Hagel.
421,Senate Republicans Block Hagel Confirmation....For Now,"Senate Republicans have at least temporarily blocked the confirmation of former Sen. Chuck Hagel as the next Secretary of Defense. Democrats' cloture motion to proceed to an up-or-down vote failed 58-40, with one Senator voting ""present."""
422,Appeals Court Forces Dismissal Of Michael Flynn Case Over Judge’s Objections,"A federal appeals court, in a narrow 2-1 decision, moved to force a federal judge to dismiss a criminal case against former White House national security adviser Michael Flynn, who had twice admitted his guilt.
The Justice Department, led by Attorney General William Barr, had moved to dismiss the case against Donald Trump associate Flynn, who has admitted to lying to the FBI about his communications with the Russian government.
Judge Neomi Rao of the U.S. Court of Appeals for the D.C. Circuit, a Trump appointee who formerly served..."
423,"Appeals court orders Flynn case dismissal, after years-long legal saga","A federal appeals court on Wednesday ordered a lower court to allow the case against former National Security Adviser Michael Flynn to be dismissed, as requested by the Justice Department -- likely ending the years-long legal saga stemming from the Russia investigation.
The abrupt ending came in a 2-1 ruling and order from judges on the U.S. Court of Appeals for the District of Columbia.
This was the result of an appeal from Flynn's lawyers asking for a so-called writ of mandamus -- essentially an order telling a government official..."
424,U.S. appeals court orders dismissal of criminal case against Michael Flynn,"A U.S. appeals court on Wednesday directed a federal judge to drop a criminal case against President Donald Trump’s former national security adviser Michael Flynn for lying to the FBI, handing a victory to the Justice Department and effectively ending the politically charged case.
In a split decision, a three-judge panel of the U.S. Court of Appeals for the District of Columbia Circuit ruled in favor of Flynn and the Trump administration in preventing U.S. District Judge Emmet Sullivan from exercising his discretion on whether to grant the department’s motion..."
425,Justices Weigh Law Denying U.S. Benefits to Gay Spouses,For a second day the Supreme Court will focus on same-sex marriage but the question before the justices Wednesday is modest compared with Tuesdays arguments in a challenge to a California ban.
426,DOMA Challenge Tests Federal Definition Of Marriage,The Supreme Court hears arguments Wednesday on the constitutionality of the Defense of Marriage Act which denies federal recognition and benefits for same-sex couples.
427,Supreme Court to hear arguments over challenge to federal law in second of gay marriage cases,The justices will consider a provision that defines marriage as between a man and a woman for the purpose of deciding who can receive a range of federal benefits as part of the 1996 Defense of Marriage Act.
428,Job openings in the US soar to record 9.3 million,"America is hiring like never before.
Job openings in the United States soared by nearly a million in April, setting a record for the most openings added in a month and the highest overall number since the Bureau of Labor Statistics started tracking the data in December 2000.
At 9.3 million new positions, it was far more than the 8.3 million economists polled by Refinitiv had predicted — which would have been flat from the revised March job opening numbers.
Demand for workers is running red-hot as companies continue to brace themselves for a..."
429,Is Unemployment Bonus Keeping Workers on Sideline?,"Despite a stubbornly high unemployment rate of 6.1% in April — representing 9.8 million people who say they are actively looking for work — many employers are reporting that they can’t find people to hire.
Republicans say the $300 a week supplement to unemployment insurance, which for many Americans amounts to a pay raise, is so generous that it is acting as a disincentive for people to return to work.
President Joe Biden, meanwhile, dismisses that suggestion, saying on May 10, “we don’t see much evidence of that.”
“Americans want to..."
430,"Job openings soar to record high 9.3 million, raising fears of labor shortage","Job openings soared to a record high at the end of April, the labor Labor Department said Tuesday, adding to fears about unfulfilled demand for workers.
The number of available jobs rose by about 1 million to 9.3 million, according to the Bureau of Labor Statistics' Job Openings and Labor Turnover Survey, the highest number since the agency began keeping track in 2000.
""Demand for workers is surging as the broader economy starts to emerge from the pandemic,"" said Indeed Hiring Lab director of research Nick Bunker. ""At the same..."
431,Weiner kept sexting after resignation,"Joined by his wife at a dramatic news conference Tuesday, New York City mayoral candidate Anthony Weiner acknowledged that he continued to have illicit relationships with women online even after he resigned his seat in Congress two years ago over the same behavior."
432,"Anthony Weiner admits to sending more lewd images, texts but vows to stay in mayor's race","With his wife by his side, Anthony Weiner said Tuesday he's not dropping out of the New York City mayoral race despite new revelations that he sent additional lewd photos and text messages after he left Congress in disgrace for his prior online chats."
433,Weiner Apologizes After New Messages Emerge,"Former U.S. Rep. Anthony Weiner jolted the New York City mayoral race on Tuesday, admitting that at least some of the new, sexually charged online exchanges posted on a website and attributed to him were, in fact, his."
434,Hillary Clinton Unofficial Winner of Kentucky,"UPDATE: Kentucky's Secretary of State Alison Lundergan Grimes has declared Hillary Clinton the unofficial winner of Kentucky's Democratic primary. With 99 percent of precints reporting, Clinton has a razor-thin lead of less than 2,000 votes."
435,Clinton claims Kentucky victory,"Hillary Clinton claimed victory over Bernie Sanders on Tuesday night in Kentucky, with fewer than two thousand votes separating the two Democratic primary contenders, while Sanders jumped out to an early lead as returns trickled in from Oregon."
436,Clinton declare victory in Kentucky primary,"Democratic front-runner Hillary Clinton Declared victory in the Kentucky primary on Tuesday, Potentially disrupting a string of expected primary losses this month That HAD Threatened to weaken her even as she turned her focus to her likely matchup Against Republican Donald Trump in the general election."
437,How Planned Parenthood could shut down the government,"Calling next week’s Senate roll call to defund Planned Parenthood a “legislative show vote,” GOP firebrand Ted Cruz said Republicans should do everything they can to eliminate federal money for the group — even if it means a government shutdown fight this fall."
438,OPINION: Planned Parenthood president: These extremist videos are nothing short of an attack on women,"Planned Parenthood has been a trusted nonprofit provider of women’s health care for nearly a century. Each year, 2.7 million people come to our health centers for high-quality, nonjudgmental, compassionate care."
439,"OPINION: Abortion is legal, but taxpayers shouldn’t have to pay for it.","Democrats have been picking fight after fight in the culture wars, believing they have the upper hand with socially liberal younger votes. But that assumption is now being tested in the wake of videos of Planned Parenthood doctors blithely discussing the harvesting of fetal body parts."
440,"Ukraine’s Capital Under Attack By Russian Forces, Missiles","Kyiv, the Ukrainian capital, came under missile attack Friday morning as Russian troops closed in, according to reports and video footage.
Ukrainian defense officials raised the alarm about multiple missile strikes hitting Kyiv as of Friday morning, and video footage verified by The New York Times showed an explosion in the early morning sky over part of the outskirts of the city.
“Going outside is now very dangerous due to the approach of the enemy. The only exception may be the need to move to a shelter if the Air Alarm signal is activated. Stay..."
441,Kyiv awaits Russian invaders with petrol bombs and dark humour,"Mykhaylo was one of several hundred men queueing up outside a military enlistment office in Kyiv’s central Lukianivska neighbourhood on Friday, looking for guns to fight invading Russian forces.
He was also looking for a recipient for a donation of 60 bottles that might be used to make petrol bombs: “To, you know, greet the Russians — a big cocktail party”, he said. “A buddy of mine is getting processed machine oil to serve to the Russians.”
As he was speaking, the waiting crowd scattered in panic as someone pointed..."
442,Russian Assault on the Ukrainian Capital Is Underway,"Ukrainian troops have officially entered Kyiv turning the capital city into a warzone as they try to fight off Russian forces. Ordinary civilians have been spotted preparing to join in the battle, with thousands of firearms distributed in the streets.
The Ministry of Defense said 18,000 assault rifles had been distributed in Kyiv, along with the necessary ammunition. Footage widely circulated in local news reports and on Ukrainian Telegram channels showed large crowds of men collecting firearms from trucks in the Obolon district of the city, which was under attack..."
443,"F.B.I. Used Informant to Investigate Russia Ties to Campaign, Not to Spy, as Trump Claims","President Trump accused the F.B.I. on Friday, without evidence, of sending a spy to secretly infiltrate his 2016 campaign “for political purposes” even before the bureau had any inkling of the “phony Russia hoax.”"
444,FBI informant met with three Trump campaign advisers: report,A secret FBI informant who has come into the spotlight in recent days reportedly met with three advisers to President Trump's campaign during the 2016 presidential election.
445,"Obama's FBI Spied On The Trump Campaign, So What Did He Know And When Did He Know It?","Katie wrote about it this morning. It’s confirmed, folks. The FBI had a spy embedded with the Trump campaign. She added the bureau did not have enough evidence to launch a criminal investigation, so they executed a counterintelligence probe instead in July of 2016. The code name was “crossfire hurricane.” This was the investigation signed off by FBI agent Peter Strzok. Sztrok was a top counterintelligence agent before being transferred to human resources after his extramarital affair with bureau lawyer Lisa Page was made public and the two’s texts, which..."
446,"Twitter accepts buyout, giving Elon Musk total control of the company","Twitter has accepted Elon Musk’s offer to purchase the company for $44 billion, the company announced in a press release today. Musk purchased the company at $54.20 a share, the same price named in his initial offer on April 14th.
“Free speech is the bedrock of a functioning democracy, and Twitter is the digital town square where matters vital to the future of humanity are debated,” said Musk in a statement included with the release. “I also want to make Twitter better than ever by enhancing the product with new features, making..."
447,Elon Musk Agrees to Buy Twitter in $44 Billion Deal,"Twitter Inc. on Monday accepted Elon Musk’s bid to take over the company, giving the world’s richest man control over the influential social-media network where he is also among its most powerful users.
The $44 billion deal marks the close of a dramatic courtship and a sharp change of heart at Twitter, where many executives and board members initially opposed Mr. Musk’s takeover approach. The deal has polarized Twitter employees, users and regulators over the power tech giants wield in determining the parameters of acceptable discourse on the internet and how those..."
448,Twitter Announces Deal With Elon Musk,"Twitter announced late on Monday that it has entered a definitive agreement to be acquired by Elon Musk for $54.20 per share in a deal valued at $44 billion.
The transaction was unanimously approved by Twitter’s board and is expected to close this year subject to the approval of Twitter’s shareholders and other regulatory approvals.
“Under the terms of the agreement, Twitter stockholders will receive $54.20 in cash for each share of Twitter common stock that they own upon closing of the proposed transaction,” Twitter said in a statement. “The purchase price..."
449,Republicans gush over Klobuchar,GOP senators praised the Minnesota Democrat for her deal-cutting ways — even as they worried it could doom her presidential bid.
450,Senator Klobuchar joins Democratic presidential field,"Senator Amy Klobuchar entered the 2020 presidential race on Sunday, becoming the first moderate in an increasingly crowded field of Democrats vying to challenge Republican President Donald Trump."
451,Scandal-Plagued Sen. Amy Klobuchar Announces 2020 Presidential Run,"""Minnesota Nice"" branding belies mean streak and temper, said staff. Will it harm her presidential chances?"
452,"The Senate has approved the USMCA, bringing Trump’s trade deal one step closer to reality","A bipartisan majority in the Senate approved the United States-Mexico-Canada Agreement (USMCA) on Thursday, clearing the way for President Donald Trump’s signature.
The Senate voted 89 to 10 for USMCA, an updated version of the North American Free Trade Agreement, or NAFTA.
The House of Representatives backed the bill last year, voting 385 to 41, also with overwhelming bipartisan support, after Democratic leaders succeeded in winning changes on labor, environment, enforcement, and pharmaceutical provisions. Those tweaks secured the backing of US labor, offering Democrats a pathway to supporting the agreement...."
453,Senate passes USMCA trade deal,"The Senate on Thursday approved the U.S.-Mexico-Canada Agreement trade deal, passing the bill on for final signature by President Trump, reports NBC News.
The USMCA replaces the North American Free Trade Agreement, the trade pact the three nations have adhered to since 1994. The new deal was passed in an 89-10 vote. Trump, who has pushed for the USMCA, is expected to sign the deal, leaving only Canada to approve the agreement before it takes effect."
454,USMCA heads to Trump’s desk for signature after Senate approves pact,"The U.S. Senate on Thursday overwhelmingly approved the U.S.-Mexico-Canada Agreement, sending the pact to President Donald Trump for signature just a day after he inked a high-profile trade deal with China.
Approved just as the chamber is preparing for Trump’s impeachment trial, senators voted 89 to 10 to pass the deal, which replaces the North American Free Trade Agreement. Trump has repeatedly slammed NAFTA, blaming the 26-year-old pact for sending American jobs abroad, and had threatened to pull the U.S. out of that three-way agreement absent any changes."
455,"Talks over immigration reform, guest worker program ramp up in Washington","Several factions in the immigration reform debate are converging on Washington Tuesday for high-stakes negotiations, as proponents of a comprehensive package push to bring a bill to the floor in the coming months."
456,Critics Question Witness List Ahead Of Immigration Hearing,"The new Congress will hold its first hearing on overhauling immigration laws on Tuesday, and some pro-immigrant groups and Democrats already are grumbling that the makeup of witnesses scheduled to testify before a House panel is weighted toward conservatives who oppose citizenship for illegal immigrants and support a limited flow of newcomers."
457,Unions Seize on Immigration Debate,"Labor unions are throwing their political muscle behind lawmakers' efforts to overhaul immigration regulations, with the hope that organizing immigrant workers can swell unions' shrinking ranks."
458,What's Behind Rubio's 'Full Circle Back' On Immigration?,"Marco Rubio has been the junior senator from Florida for barely two years, but he's already considered a likely 2016 presidential contender.
The 41-year-old Republican's political star rose still higher this week when he joined a bipartisan group of senators offering a path to citizenship to millions of unauthorized immigrants.
It's the latest in a series of shifts on immigration by Rubio, the Miami-born son of Cuban exiles who ran for Senate in 2010 as a Tea Party-backed conservative, rejecting a so-called earned path to citizenship for undocumented immigrants, which..."
459,Lindsey Graham goes all-in on immigration,"A red-state Republican senator up for reelection and seen as vulnerable to a primary challenge from the right embraces a plan to allow illegal immigrants to gain U.S. citizenship Ã¢â‚¬â€ a lightning rod for GOP primary voters if there ever was one.
Seems unthinkable on its face. Yet thats precisely what Lindsey Graham did last week. And the remarkable thing is, theres no sign of a backlash in his home state, South Carolina Ã¢â‚¬â€ at least not yet."
460,Change of strategy for immigration: Reform bill faces full gantlet in the Senate,"Senate Majority Leader Harry Reids vow last week to put the immigration bill through the regular Senate process of committee hearings and floor amendments may sound inconsequential, but it marks a major shift for the Nevada Democrat."
461,"US job growth stumbles in August with 130,000 added","U.S. employers added 130,000 jobs in August, a volatile month plagued by trade uncertainty, missing Wall Street's expectations, as investors look for evidence of an impending economic slowdown.
The unemployment rate remained steady at 3.7 percent, near a 50-year low, while the labor force rate was also little changed at 63.2 percent. Average hourly earnings, meanwhile, rose by 11 cents to $28.11. Over the year, average hourly earnings have increased by 3.2 percent, slightly beating expectations of 3.1 percent growth."
462,"U.S. saw 130,000 new jobs in August, but blue-collar gains slowed","""Really Good Jobs Numbers!"" President Donald Trump tweeted yesterday. They were good, but not ""really good.""
Employers hired 130,000 people in August, the Labor Department said Friday in its monthly employment report. That's less than the 160,000 economists were predicting but still indicates an expanding economy.
The unemployment rate stayed flat, at 3.7%, still near historic lows."
463,Tepid U.S. Jobs Report Adds To Economic Jitters,"Updated at 8:52 a.m. ET
U.S. employers added 130,000 jobs in August, according to a monthly snapshot from the Labor Department, signaling a slowdown in the pace of job growth.
Forecasters surveyed by the Reuters news service had predicted job gains of around 158,000.
The unemployment rate held steady at 3.7%.
Manufacturers added just 3,000 jobs.
The jobs total would have been lower without the addition of 25,000 temporary census jobs. Job gains for the two previous months were revised downward by a total of 20,000."
464,Biden Vows Executive Action After Republicans Kill Dem Police Reform Bill,"President Joe Biden vowed to take executive action to enact police reform “in the coming weeks,” after Republicans on Capitol Hill killed a Democratic police reform bill Wednesday.
Biden released a statement Wednesday acknowledging that there is no longer a path forward for the George Floyd Justice in Policing Act, which had already passed through the House. Democratic New Jersey Sen. Cory Booker and Democratic California Rep. Karen Bass introduced the legislation earlier this year, but failed to garner enough Republican support in the Senate.
“The murder of George Floyd is..."
465,Police reform talks fall apart after months of bipartisan negotiations in Congress,"Police reform talks in Congress have fallen apart, as lawmakers could not strike a bipartisan deal despite the loudest calls in years to root out law enforcement violence against Black Americans.
“After months of exhausting every possible pathway to a bipartisan deal, it remains out of reach right now, even after working collaboratively with and securing the support of policing groups like the Fraternal Order of Police and International Association of Chiefs of Police for our proposals,” Sen. Cory Booker, a New Jersey Democrat who joined in reform talks for..."
466,Sweeping George Floyd police reform bill stalls as talks collapse,"Bipartisan negotiations in the US Congress over a police reform bill that was prompted by the killing of George Floyd have collapsed.
“We did the best we could,” the Democratic congresswoman Karen Bass told reporters on Wednesday.
The House passed the George Floyd Justice in Policing Act in March, and Bass and the Democratic senator Cory Booker have since been working with the Republican senator Tim Scott to try to reach a bipartisan agreement on a bill that could pass the Senate.
But the talks dragged on for months with negotiators remaining at odds over..."
467,Researchers say fake news had 'substantial impact' on 2016 election,A team of researchers at Ohio State University conclude in a new study that “fake news” stories had a significant impact on voters in the 2016 presidential election that may have impacted the final result.
468,A new study suggests fake news might have won Donald Trump the 2016 election,"President Trump has said repeatedly that Russian interference didn't matter in the 2016 presidential campaign, and he has suggested — wrongly — that the intelligence and law enforcement communities have said the same. His overriding fear seems to be that Russian interference and the “fake news” it promoted would undermine the legitimacy of his election win."
469,Ohio State Fake News Study Doesn’t Say What The Media Thinks It Says,The Washington Post’s Aaron Blake circulated a problematic study Tuesday that allegedly suggests fake news might have been the deciding factor for President Donald Trump’s victory in the 2016 election.
470,Report: Comey Requested More Resources for Russia Investigation Days Before Firing,"Former FBI Director James Comey requested more resources from the Justice Department for his bureau’s investigation into Russian interference in the elections, including any coordination with the Trump campaign, days before he was fired, two unnamed officials told the Washington Post."
471,Sources: Comey told lawmakers he wanted more resources for Russia probe,"The Justice Department, however, is denying that Comey had asked the deputy attorney general for more money or resources."
472,Furor over Comey firing grows with news that he sought resources for Russia investigation before his dismissal,The furor over President Trump’s abrupt firing of FBI Director James B. Comey grew Wednesday with the revelation that Comey had sought more resources for an investigation into possible coordination between the Trump campaign and the Russian government shortly before he was dismissed.
473,New questions about AstraZeneca vaccine could derail its emergency use in US,"Late Monday evening, a U.S. public health agency expressed concern regarding the newly released clinical trial results from the pharmaceutical company AstraZeneca’s COVID-19 vaccine candidate.
Following the release of promising data showing high levels of efficacy in preventing a COVID-19 infection and severe outcomes, AstraZeneca officials confirmed they would be seeking the U.S. Food and Drug Administration’s (FDA) emergency use authorization.
This could be derailed as a public health oversight committee, the Data and Safety Monitoring Board (DSMB) said the clinical trials could have used outdated information in the trials,..."
474,"AstraZeneca Cherry-Picked Data, Misrepresented Vaccine’s Efficacy, Independent Medical Board Alleges","An independent panel of medical experts overseeing AstraZeneca’s coronavirus vaccine trial accused the pharmaceutical company of cherry-picking favorable data, The New York Times reported.
The Data and Safety Monitoring Board (DSMB) alleged that AstraZeneca misrepresented the results of its coronavirus vaccine trial when it announced Monday morning that the vaccine had 79% efficacy at preventing symptomatic coronavirus, according to the NYT. The panel wrote a sharply-worded letter to the British pharmaceutical company and U.S. health officials hours after the results were released, triggering the National Institute of Allergy and Infectious..."
475,Trial review board raises concerns about AstraZeneca vaccine data,"In an unusual statement released early Tuesday, the National Institute of Allergy and Infectious Diseases said the independent board that reviews data from multiple Covid-19 vaccine candidates has raised concerns about AstraZeneca's announcement of efficacy data from its vaccine trial.
""The DSMB expressed concern that AstraZeneca may have included outdated information from that trial, which may have provided an incomplete view of the efficacy data,"" said the NIAID statement released early Tuesday.
""We urge the company to work with the DSMB to review the efficacy data and ensure the most..."
476,Poll: Voters fret Trump or Clinton in the White House,"Republican presidential front-runner Donald Trump is building on his national lead among GOP voters, according to a New York Times/CBS News poll released Thursday morning. But many voters expressed fear or concern at the idea of a Trump presidency -- or a Hillary Clinton one."
477,"Donald Trump Solidifies His Lead, but Leaves Many Nervous","Donald J. Trump occupies his strongest position yet in the race for the Republican presidential nomination, yet nearly two-thirds of American voters say they are concerned or frightened about the prospect of a Trump presidency, according to the latest New York Times/CBS News nationwide poll."
478,Trump has touched a nerve: The Donald surges to 35 percent in national poll,"Republican presidential front-runner Donald Trump has surged to his highest-ever standing in CBS News/New York Times polling, hitting 35 percent in a survey released Thursday."
479,‘We have the votes’: Senate advances Biden’s $1.2 trillion infrastructure deal,"The Senate voted to advance President Biden’s $1.2 trillion infrastructure package on Wednesday, only hours after a bipartisan group of lawmakers finalized the deal. 
In a 67-32 vote, the chamber advanced the bill in a crucial test vote. The legislation cleared the 60-vote hurdle with 17 Republicans joining all 50 Senate Democrats.
The pace was quicker than the usually plodding Senate as lawmakers prepared to leave Washington for a month-long summer break.
“I’ve said for weeks that we intend to move two things in July,” Senate Majority Leader Charles E. Schumer, New York Democrat, said of the infrastructure bill..."
480,Infrastructure deal: Senate suddenly acts to take up bill,"The Senate has voted to begin work on a nearly $1 trillion national infrastructure plan, acting with sudden speed after weeks of fits and starts once the White House and a bipartisan group of senators agreed on major provisions of the package that’s key to President Joe Biden’s agenda.
Biden welcomed the accord as one that would show America can “do big things.” It includes the most significant long-term investments in nearly a century, he said, on par with building the transcontinental railroad or the Interstate highway system.
“This deal signals to..."
481,Senate votes to take up infrastructure deal,"The Senate on Wednesday agreed to take up a bipartisan infrastructure package, hours after senators and the White House announced they had reached a deal after weeks of closed-door haggling. 
Senators voted 67-32 to greenlight the debate, with 17 Republicans joining all 50 Democrats to launch a floor effort that could conclude with a Senate victory for a bipartisan package that has been championed by President Biden.
GOP Sens. Roy Blunt (Mo.), Richard Burr (N.C.), Shelley Moore Capito (W.Va.), Bill Cassidy (La.), Susan Collins (Maine), Kevin Cramer (N.D.), Mike Crapo (Idaho), Lindsey Graham (S.C.), Chuck Grassley (Iowa), John Hoeven (N.D.), Lisa Murkowski (Alaska), Rob Portman (Ohio), Jim Risch (Idaho), Mitt Romney (Utah), Thom Tillis (N.C.) Todd Young (Ind.) and Senate Minority Leader Mitch McConnell (Ky.)..."
482,"Who Is Boris Johnson? Trump-Defending, US-Fan Faces Big Battles as He Takes Charge of Britain","Britain has a new Prime Minister. Britain's Conservative Party has chosen Boris Johnson.
He's a fan of America and has defended President Trump. He's also vowed to make Brexit happen in three months, but his first challenge will be the escalating naval crisis with Iran.
Boris Johnson arrives at number 10 Downing Street at a challenging time for any prime minister, with fears that war could break out with Iran.
Iran's Revolutionary Guards seized a British-flagged oil tanker in the Strait of Hormuz last Friday in revenge..."
483,Boris Johnson wins race to be Tory leader and PM,"Boris Johnson has been elected new Conservative leader in a ballot of party members and will become the next UK prime minister.
He beat Jeremy Hunt comfortably, winning 92,153 votes to his rival's 46,656.
The former London mayor takes over from Theresa May on Wednesday.
In his victory speech, Mr Johnson promised he would ""deliver Brexit, unite the country and defeat Jeremy Corbyn"".
Speaking at the Queen Elizabeth II centre in London, he said: ""We are going to energise the country.
""We are going to get Brexit done on 31..."
484,Boris Johnson elected new Tory leader,"Boris Johnson will become Britain’s next prime minister after winning a convincing victory over Jeremy Hunt in the Conservative party leadership race.
The former mayor of London, who has long cherished an ambition to lead his country, won 66% of the votes – 92,153, to Hunt’s 46,656. Turnout was 87.4% among 159,320 party members.
In a characteristically lighthearted acceptance speech, Johnson conceded that even some of his own supporters may “wonder quite what they have done”.
He claimed the Tory party had historically demonstrated it could “manage the jostling instincts..."
485,White House Announces Largest Increase In Weekly Vaccine Distribution Since Biden Took Office,"The White House announced the largest increase in its weekly vaccine distribution program since President Joe Biden took office on January 20.
White House press secretary Jen Psaki told reporters at Tuesday’s briefing that state vaccine distribution would increase to 13.5 million every week, up nearly 60 percent since January 20. Psaki also announced that the Biden administration’s new program to ship doses directly to pharmacies would double its weekly output to 2 million.
“This program will expand access in neighborhoods across the country so that people can call and..."
486,Dr. Fauci shifts the timeline on when the general public will be able to get a vaccine,"Dr. Anthony Fauci said vaccines won't be available to the ""general public"" before mid- to late May or early June, he told CNN's Jim Sciutto on Tuesday.
Fauci, director of the National Institute of Allergy and Infectious Diseases, acknowledged that previous estimates had placed vaccine availability for the general public -- or nonessential workers under 65 with no health conditions -- closer to the end of April.
""If you start talking about when the vaccine would be more widely available to the general population, I was hoping that that would..."
487,Biden administration increases the number of Covid vaccine doses shipped weekly to states and pharmacies,"The Biden administration is increasing the number of Covid-19 vaccine doses shipped to states weekly, sending out 13.5 million doses this week and doubling the number going to retail pharmacies, White House press secretary Jen Psaki said Tuesday.
As of last week, the administration was sending out 11 million doses to states every week. Overall, Psaki noted, the administration has increased the number of doses shipped weekly to states by 57% since President Joe Biden was inaugurated Jan. 20.
Psaki also announced that the White House is doubling the number..."
488,"White House backs down from legal fight, restores Jim Acosta's press pass","The White House on Monday said that CNN correspondent Jim Acosta's press pass has been ""restored,"" bowing to days of pressure and a federal lawsuit against the administration."
489,Jim Acosta's press pass restored by White House with warning not to misbehave,"The White House said Monday it has restored CNN reporter Jim Acosta’s press pass, but warned him — and the rest of the press corps — that his disruptive antics will not be tolerated in the future."
490,"White House restores Jim Acosta's press pass, ending court fight","The White House on Monday said it had made a final decision to restore press credentials for CNN reporter Jim Acosta, ending a court fight, the network said."
491,Obama: People 'Will Be Held Accountable' For Veterans Affairs Problems,"Anybody found to have manipulated or falsified Veterans Affairs records ""will be held accountable,"" President Obama said Wednesday. The president condemned the reported widespread problems at the VA, defending Secretary of Veterans Affairs Eric Shinseki.
Obama"
492,GOP Reacts: Obama Cares More About Obamacare Website Than Veterans,"Republican leaders in the House and Senate on Wednesday immediately dismissed President Barack Obama’s speech about his effort to resolve the VA healthcare scandal — including the top Senate Republican, who said Obama’s remarks make it clear he cared more about the Obamacare website than the health of veterans.
“When the website for Obamacare wasn’t working, President Obama publicly and repeatedly pledged to get it working,” said Senate Minority Leader Mitch McConnell (R-Ky.). “I’m disappointed he has not pledged as loudly and as repeatedly to do the right thing for..."
493,Obama: VA hospital misconduct “dishonorable…and I will not tolerate it”,"Following the announcement by the VA inspector general that his office is investigating possible misconduct at 26 VA facilities around the country, President Barack Obama promised to swiftly root out anyone responsible.
“If these allegations prove to be true, it is dishonorable, it is a disgrace and I will not tolerate it. Period,” Mr. Obama said during a White House press conference. “I will not stand for it. Not as commander-in-chief, but also not as an American,” he added. “None of us should.”
The"
494,California Air Regulators Vote to Ban Sale of New Gasoline Cars by 2035,"Officials in California voted to approve a plan on Thursday to ban the sale of new gasoline-powered cars by 2035.
The new rule would mandate that 100 percent of all new cars sold in California by 2035 must be zero-emission, according to the reports. The plan would set a target of 35 percent of new passenger vehicles sold in the state by 2026 being zero-emission. By 2030, that target would increase to 68 percent.
“The climate crisis is solvable if we focus on the big, bold steps necessary to stem the tide of carbon..."
495,California’s gas car ban will change how everyone drives,"California, the state that buys the most cars and trucks in the United States, will ban the sale of fossil fuel-powered vehicles by 2035. This represents the largest government move against gasoline and diesel to date, with the potential to ripple throughout the country and the global auto industry.
The California Air Resources Board, which regulates pollution in the state, voted unanimously on Thursday to approve a proposal that will require 100 percent of all cars sold in the state to produce zero greenhouse gas emissions in 13 years. The board is..."
496,California bans the sale of new gas-powered cars by 2035,"California, the country’s most populous state and the center of U.S. car culture, is banning the sale of new gasoline-powered vehicles starting in 2035, marking a historic step in the state’s battle against climate change.
The rule, issued by the California Air Resources Board on Thursday, will force automakers to speed up production of cleaner vehicles beginning in 2026 until sales of only zero-emission cars, pickup trucks and SUVs are allowed in the state.
The unanimous vote comes after Gov. Gavin Newsom set a target in 2020 to accelerate the shift away from internal..."
497,Tenure for teachers? 9 California students sue to end policy,"Nine California public school students are suing the state over its laws on teacher tenure, seniority and other protections that the plaintiffs say keep bad educators in classrooms. The case that goes to trial Monday in Los Angeles Superior Court is the latest battle in a growing nationwide challenge to union-backed protections for teachers in an effort to hold them more accountable for their work. The nonjury trial is expected to wrap up in March.
This week a Los Angeles judge will hear a case seeking to deem several statutes..."
498,"Public school students’ lawsuit challenges tenure, seeks to ban bad educators","Amidst ongoing national debate, nine public school students in California are suing the state over its laws governing teacher tenure, seniority and other protections they say keep bad educators in the classroom."
499,Lawsuit takes on California teachers' job protections,"It contends that California laws on the tenure, seniority and dismissal of teachers violate the Constitution because they don't ensure all students have access to an adequate education. Local school districts, state legislators and even a California governor have tried to limit teachers' job protections, among the most generous in the country. Efforts have all failed to rid public schools of ineffective teachers by making it easier to fire them and tougher for them to gain tenure and by stripping them of seniority rights. Now proponents are taking their fight..."
